"ASN.SITE.NO","DAY","MONTH","YEAR","DOC","A350","SR","BA","FI","HIXOHNO","C1","C2","C3","C4","C5","C6","C7","SUVA254","DISC","DO","pH","S.COND","SRP","TDN","TDP","TEMP","TP","TSS","A254","Cth","Cmh","Cmp","Cf"
3,NA,6,2005,16.66,15.94942883,0.855310145,0.484210309,1.330195063,0.955894452,NA,NA,NA,NA,NA,NA,NA,3.694615004,NA,NA,8.29,331,NA,NA,4.728295,NA,18.25674,NA,NA,NA,NA,NA,NA
4,NA,6,2005,15.32,11.49337018,0.94824513,0.540233792,1.426745143,0.935250765,NA,NA,NA,NA,NA,NA,NA,3.139813421,NA,NA,6.58,420,NA,NA,25.096965,NA,38.777415,NA,NA,NA,NA,NA,NA
5,NA,6,2005,18.83,19.56603481,1.002698964,0.515557523,1.365922102,0.955104002,NA,NA,NA,NA,NA,NA,NA,3.798970061,0.0304,NA,7.55,580,NA,NA,15.064635,NA,39.385435,NA,NA,NA,NA,NA,NA
6,NA,6,2005,9.142,6.400292445,0.802228735,0.597307516,1.386115052,0.935371663,NA,NA,NA,NA,NA,NA,NA,3.057349874,2.328,NA,8.1,545,NA,NA,12.17654,NA,24.184935,NA,NA,NA,NA,NA,NA
7,NA,6,2005,19.78,20.95181319,0.866691513,0.528563259,1.432381844,0.958580592,NA,NA,NA,NA,NA,NA,NA,4.086711147,NA,NA,7.64,656,NA,NA,13.08857,NA,32.54521,NA,NA,NA,NA,NA,NA
8,NA,6,2005,17.31,14.13012533,0.642422626,0.517735358,1.535231243,0.957042141,NA,NA,NA,NA,NA,NA,NA,3.597927517,0.2779,NA,7.7,402,NA,NA,37.10536,17,33.609245,NA,NA,NA,NA,NA,NA
9,NA,6,2005,9.321,4.910467256,0.561967969,0.593190426,1.413977044,0.934963529,NA,NA,NA,NA,NA,NA,NA,2.738669022,NA,NA,7.62,408,NA,NA,4.8803,20,23.880925,NA,NA,NA,NA,NA,NA
10,NA,6,2005,8.882,1.135602312,NA,0.610052022,1.346480589,0.939732863,NA,NA,NA,NA,NA,NA,NA,2.317676459,0.5601,NA,7.95,547,NA,NA,4.27228,NA,28.137065,NA,NA,NA,NA,NA,NA
11,NA,6,2005,6.281,-1.966023426,NA,0.638842603,1.394866025,0.909559854,NA,NA,NA,NA,NA,NA,NA,1.520560942,NA,NA,7.05,320,NA,NA,5.032305,NA,17.800725,NA,NA,NA,NA,NA,NA
12,NA,6,2005,14.68,9.608935811,0.386935156,0.511338229,1.388292038,0.953134785,NA,NA,NA,NA,NA,NA,NA,3.269228141,NA,NA,7.88,267,NA,NA,7.768395,NA,32.2412,NA,NA,NA,NA,NA,NA
13,NA,6,2005,13.88,15.67889965,0.78607584,0.532582914,NA,0.950997758,NA,NA,NA,NA,NA,NA,NA,3.976625817,3,NA,7.83,239,NA,NA,6.70436,21,27.833055,NA,NA,NA,NA,NA,NA
14,NA,6,2005,9.084,4.699045902,NA,0.631013146,NA,0.920464309,NA,NA,NA,NA,NA,NA,NA,3.069394463,NA,NA,7.75,622,NA,NA,85.898965,19,151.565125,NA,NA,NA,NA,NA,NA
15,NA,6,2005,20.14,14.83763127,0.633213673,0.555807092,NA,0.959088713,NA,NA,NA,NA,NA,NA,NA,3.322788708,0.1904,NA,7.68,804,NA,NA,34.521275,16,58.08205,NA,NA,NA,NA,NA,NA
16,NA,6,2005,14.02,11.85265391,0.735807559,0.544491384,NA,0.952250355,NA,NA,NA,NA,NA,NA,NA,3.673513118,1.32,NA,7.76,472,NA,NA,19.928795,17,38.473405,NA,NA,NA,NA,NA,NA
17,NA,6,2005,27.84,27.26682249,0.757904752,0.480799179,NA,0.964559784,NA,NA,NA,NA,NA,NA,NA,4.03077667,NA,NA,7.89,242,NA,NA,53.065885,19,67.658365,NA,NA,NA,NA,NA,NA
18,NA,6,2005,8.623,10.1054186,0.892649023,0.5422063,NA,0.941861681,NA,NA,NA,NA,NA,NA,NA,4.227695547,NA,NA,7.12,415,NA,NA,16.43268,19,22.664885,NA,NA,NA,NA,NA,NA
19,NA,6,2005,9.792,3.06901557,NA,0.608999087,NA,0.907847676,NA,NA,NA,NA,NA,NA,NA,2.350798169,NA,NA,7.96,380,NA,NA,3.66426,NA,20.99283,NA,NA,NA,NA,NA,NA
20,NA,6,2005,18.04,21.55087742,0.732332633,0.396950275,NA,0.941981312,NA,NA,NA,NA,NA,NA,NA,3.967158765,NA,NA,5.01,18.3,NA,NA,6.09634,17.5,11.87253,NA,NA,NA,NA,NA,NA
21,NA,6,2005,22.24,30.02443926,0.673142769,0.414202422,NA,0.957865298,NA,NA,NA,NA,NA,NA,NA,4.56569721,NA,NA,4.66,25.6,NA,NA,4.27228,14,8.680425,NA,NA,NA,NA,NA,NA
22,NA,6,2005,7.771,5.179177121,0.494093428,0.508136816,NA,0.92417229,NA,NA,NA,NA,NA,NA,NA,3.207975437,NA,NA,7.5,105.2,NA,NA,NA,18.5,5.79233,NA,NA,NA,NA,NA,NA
23,NA,6,2005,7.285,6.400487455,1.150516867,0.51976293,NA,0.957153216,NA,NA,NA,NA,NA,NA,NA,3.301370962,NA,NA,7.83,402,NA,NA,0.31208,16,14.456615,NA,NA,NA,NA,NA,NA
24,NA,6,2005,5.688,3.489402696,1.30326449,0.590055451,NA,0.896860355,NA,NA,NA,NA,NA,NA,NA,2.51513175,NA,NA,8.85,262,NA,NA,2.296215,NA,10.200475,NA,NA,NA,NA,NA,NA
26,NA,6,2005,8.071,10.33435987,0.876314214,0.451134327,NA,0.954222988,NA,NA,NA,NA,NA,NA,NA,4.045474733,NA,NA,7.24,37.4,NA,NA,4.57629,14.5,NA,NA,NA,NA,NA,NA,NA
27,NA,6,2005,3.838,4.35332304,1.435464192,0.601932914,NA,0.938639091,NA,NA,NA,NA,NA,NA,NA,3.527007905,1.075,NA,8.53,497,NA,NA,0,15,4.57629,NA,NA,NA,NA,NA,NA
28,NA,6,2005,1.283,2.05110826,0.746620779,0.592103774,NA,0.924597742,NA,NA,NA,NA,NA,NA,NA,6.028403398,0.816,NA,8.42,418,NA,NA,0.776165,15,14.456615,NA,NA,NA,NA,NA,NA
29,NA,6,2005,19.69,17.83336414,0.977803875,0.511063739,NA,0.957149545,NA,NA,NA,NA,NA,NA,NA,3.660912353,0.355,NA,6.83,540,NA,NA,4.27228,NA,26.008995,NA,NA,NA,NA,NA,NA
30,NA,6,2005,9.228,5.82358678,0.599154237,0.5704483,NA,0.940449701,NA,NA,NA,NA,NA,NA,NA,3.045830102,0.6,NA,8.04,445,NA,NA,17.64872,18,38.3214,NA,NA,NA,NA,NA,NA
31,NA,6,2005,14,12.91501764,1.137327805,0.546247414,NA,0.933397187,NA,NA,NA,NA,NA,NA,NA,3.385596503,0.89,NA,7.94,336,NA,NA,6.552355,17,20.38481,NA,NA,NA,NA,NA,NA
32,NA,6,2005,6.325,5.33191178,1.0732037,0.610836254,NA,0.921650926,NA,NA,NA,NA,NA,NA,NA,3.322568408,NA,NA,8.23,475,NA,NA,11.26451,22,33.001225,NA,NA,NA,NA,NA,NA
33,NA,6,2005,3.749,6.15217892,2.213553039,0.589870293,NA,0.909574198,NA,NA,NA,NA,NA,NA,NA,3.699345324,NA,NA,8.54,NA,NA,NA,1.53619,16,8.83243,NA,NA,NA,NA,NA,NA
34,NA,6,2005,4.395,4.083105828,1.434503584,0.674084744,NA,0.905865928,NA,NA,NA,NA,NA,NA,NA,2.866842441,0.12,NA,8.29,659,NA,NA,3.36025,18,26.46501,NA,NA,NA,NA,NA,NA
35,NA,6,2005,14.89,13.68501481,0.921933341,0.562908355,NA,0.960729277,NA,NA,NA,NA,NA,NA,NA,3.577457905,1.13,NA,8.26,672,NA,NA,22.81689,16,59.754105,NA,NA,NA,NA,NA,NA
36,NA,6,2005,11.61,10.74854011,1.102512032,0.566719051,NA,0.955786833,NA,NA,NA,NA,NA,NA,NA,3.597347702,0.01,NA,7.94,583,NA,NA,4.120275,19,9.592455,NA,NA,NA,NA,NA,NA
37,NA,6,2005,1.543,2.56082389,1.421463927,0.558244641,NA,0.945563873,NA,NA,NA,NA,NA,NA,NA,4.608440693,NA,NA,8.2,415,NA,NA,3.05624,16,20.536815,NA,NA,NA,NA,NA,NA
38,NA,6,2005,4.858,5.538045332,1.274403801,0.536620683,NA,0.933964177,NA,NA,NA,NA,NA,NA,NA,3.826275305,0.065,NA,8.45,444,NA,NA,7.61639,21,15.52065,NA,NA,NA,NA,NA,NA
1,7,11,2005,7.084,4.71727491,0.962820671,0.644411361,1.356260093,0.903972497,NA,NA,NA,NA,NA,NA,NA,2.376332808,NA,10.4,NA,NA,NA,653,0.5116,8.3,10.469225,NA,NA,NA,NA,NA,NA
2,NA,11,2005,9.039,5.657878349,0.976084348,0.748030512,1.416321121,0.86320841,NA,NA,NA,NA,NA,NA,NA,2.161877614,NA,NA,NA,NA,NA,686,5.30065,NA,8.354475,NA,NA,NA,NA,NA,NA
3,NA,11,2005,7.555,5.813618643,0.989412522,0.52801293,1.446891253,0.952052133,NA,NA,NA,NA,NA,NA,NA,2.620377504,NA,NA,NA,NA,NA,625,0.5116,NA,4.547925,NA,NA,NA,NA,NA,NA
4,7,11,2005,15.493,9.952768096,1.042541982,0.570863969,1.407116376,0.938183491,NA,NA,NA,NA,NA,NA,NA,2.560474717,NA,8.6,NA,NA,NA,824,4.6165,8,23.79215,NA,NA,NA,NA,NA,NA
5,7,11,2005,15.641,9.420243813,1.040513455,0.604758088,1.41462024,0.949388077,NA,NA,NA,NA,NA,NA,NA,2.457445848,NA,10.2,NA,NA,NA,936,4.6165,8.1,22.10035,NA,NA,NA,NA,NA,NA
6,NA,11,2005,11.562,6.447491957,0.902040229,0.601546933,NA,0.928101489,NA,NA,NA,NA,NA,NA,NA,2.291774084,0.6767,NA,NA,NA,NA,862,1.65185,NA,9.8348,NA,NA,NA,NA,NA,NA
7,NA,11,2005,15.2,11.25616685,0.881892917,0.542169026,1.431095598,0.952247744,NA,NA,NA,NA,NA,NA,NA,2.706546069,NA,NA,NA,NA,NA,821,10.5458,NA,12.3725,NA,NA,NA,NA,NA,NA
8,NA,11,2005,11.485,7.701551517,0.83206104,0.549318332,NA,0.955115504,NA,NA,NA,NA,NA,NA,NA,2.512107228,0.1289,NA,NA,NA,NA,1141,2.56405,NA,7.931525,NA,NA,NA,NA,NA,NA
9,NA,11,2005,9.828,5.794128924,1.167656186,0.629942327,1.464173448,0.900724867,NA,NA,NA,NA,NA,NA,NA,2.022533814,0.2384,NA,NA,NA,NA,795,5.5287,NA,18.082325,NA,NA,NA,NA,NA,NA
10,NA,11,2005,4.209,1.608407464,1.918281501,-0.008318299,NA,0.902637985,NA,NA,NA,NA,NA,NA,NA,0.837508711,0.192,NA,NA,NA,NA,1690,-0.8567,NA,15.967575,NA,NA,NA,NA,NA,NA
11,NA,11,2005,6.596,2.798078494,1.964637366,0.686841705,1.521652408,0.857521712,NA,NA,NA,NA,NA,NA,NA,1.578948635,5.6628,NA,NA,NA,NA,734,1.8799,NA,10.6807,NA,NA,NA,NA,NA,NA
12,7,11,2005,6.31,4.579118726,1.044468766,0.561254793,NA,0.926943932,NA,NA,NA,NA,NA,NA,NA,2.122945392,0.450488,11.3,NA,NA,NA,1067,0.0555,8.3,5.393825,NA,NA,NA,NA,NA,NA
13,7,11,2005,7.674,6.024674237,0.875745041,0.517965266,NA,0.941298911,NA,NA,NA,NA,NA,NA,NA,2.615933573,0.217952,12,NA,NA,NA,1029,0.0555,8.3,6.02825,NA,NA,NA,NA,NA,NA
14,NA,11,2005,9.422,5.370434627,1.135114271,0.660867449,NA,0.906153417,NA,NA,NA,NA,NA,NA,NA,2.163776409,NA,NA,NA,NA,NA,1078,37.4557,NA,76.872375,NA,NA,NA,NA,NA,NA
16,NA,11,2005,6.417,3.699884151,0.976438281,0.583151458,NA,0.933250064,NA,NA,NA,NA,NA,NA,NA,1.950529975,NA,NA,NA,NA,NA,1103,3.2482,NA,7.508575,NA,NA,NA,NA,NA,NA
17,NA,11,2005,17.273,12.44900764,0.872061523,0.547500255,NA,0.955463014,NA,NA,NA,NA,NA,NA,NA,2.782705629,NA,NA,NA,NA,NA,971,6.21285,NA,10.469225,NA,NA,NA,NA,NA,NA
18,NA,11,2005,6.374,3.807806724,1.22011,0.623086102,NA,0.924165537,NA,NA,NA,NA,NA,NA,NA,2.017227287,0.913,NA,NA,NA,NA,1431,3.93235,NA,11.10365,NA,NA,NA,NA,NA,NA
19,NA,11,2005,10.767,4.540857618,1.05543649,0.60324411,NA,0.907978484,NA,NA,NA,NA,NA,NA,NA,1.804048567,NA,NA,NA,NA,NA,1359,3.7043,NA,19.351175,NA,NA,NA,NA,NA,NA
22,NA,11,2005,6.31,4.152356406,1.168390825,0.572562268,NA,0.89500035,NA,NA,NA,NA,NA,NA,NA,2.097573662,NA,NA,NA,NA,NA,792,-0.62865,NA,6.239725,NA,NA,NA,NA,NA,NA
23,NA,11,2005,7.675,4.703162223,0.976385617,0.538521327,NA,0.944212009,NA,NA,NA,NA,NA,NA,NA,2.265341436,0.02829,NA,NA,NA,NA,922,1.65185,NA,6.4512,NA,NA,NA,NA,NA,NA
24,NA,11,2005,6.634,2.483389166,1.172847536,0.677966112,NA,0.891984479,NA,NA,NA,NA,NA,NA,NA,1.708379434,NA,NA,NA,NA,NA,993,6.4409,NA,15.33315,NA,NA,NA,NA,NA,NA
27,NA,11,2005,4.94,3.151223219,1.150636433,0.554655954,NA,0.940943848,NA,NA,NA,NA,NA,NA,NA,1.876091077,1.166,NA,NA,NA,NA,1557,0,NA,3.702025,NA,NA,NA,NA,NA,NA
28,NA,11,2005,4.299,2.838590349,1.275004712,0.548632853,NA,0.948064647,NA,NA,NA,NA,NA,NA,NA,1.772952698,0.5446,NA,NA,NA,NA,1650,0,NA,7.72005,NA,NA,NA,NA,NA,NA
29,NA,11,2005,7.497,4.195781261,0.940275901,0.615159944,NA,0.936817515,NA,NA,NA,NA,NA,NA,NA,2.046922937,0.003998,NA,NA,NA,NA,1088,1.4238,NA,5.816775,NA,NA,NA,NA,NA,NA
30,NA,11,2005,NA,3.574899216,0.94130978,0.602927026,NA,0.931261659,NA,NA,NA,NA,NA,NA,NA,NA,0.2496,NA,NA,NA,NA,NA,5.0726,NA,20.8315,NA,NA,NA,NA,NA,NA
31,NA,11,2005,12.645,7.582769228,0.953633947,0.593413569,NA,0.929739032,NA,NA,NA,NA,NA,NA,NA,2.427792481,0.267,NA,NA,NA,NA,1206,3.2482,NA,20.8315,NA,NA,NA,NA,NA,NA
32,NA,11,2005,5.682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5293,NA,NA,NA,NA,1667,3.47625,NA,18.082325,NA,NA,NA,NA,NA,NA
33,NA,11,2005,4.727,2.319481424,0.921152816,0.572947924,NA,0.947290821,NA,NA,NA,NA,NA,NA,NA,1.700052491,2.029,NA,NA,NA,NA,1348,0,NA,7.085625,NA,NA,NA,NA,NA,NA
34,NA,11,2005,5.896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0492,NA,NA,NA,NA,1429,2.56405,NA,8.777425,NA,NA,NA,NA,NA,NA
35,NA,11,2005,6.854,4.006420164,1.121252591,0.608561872,NA,0.934478221,NA,NA,NA,NA,NA,NA,NA,2.12378469,0.06346612,NA,NA,NA,NA,1655,0.5116,NA,22.94625,NA,NA,NA,NA,NA,NA
36,NA,11,2005,11.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0656,NA,NA,NA,NA,1319,3.2482,NA,9.200375,NA,NA,NA,NA,NA,NA
37,NA,11,2005,3.739,2.694037301,1.644831934,0.571154146,NA,0.916988146,NA,NA,NA,NA,NA,NA,NA,1.741295534,0.538988,NA,NA,NA,NA,1577,5.0726,NA,11.315125,NA,NA,NA,NA,NA,NA
38,NA,11,2005,6.607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1268,NA,NA,NA,NA,1186,2.10795,NA,11.10365,NA,NA,NA,NA,NA,NA
1,NA,9,2005,8.19,6.996998636,0.469331559,0.577841165,1.42658908,0.934428615,NA,NA,NA,NA,NA,NA,NA,3.562922105,NA,NA,8.189,310,NA,NA,7.160375,18,12.632555,NA,NA,NA,NA,NA,NA
2,NA,9,2005,17.64,8.628967974,1.049837477,0.663617549,1.500850335,0.920737647,NA,NA,NA,NA,NA,NA,NA,2.069858349,0,NA,8.242,690,NA,NA,12.024535,18,28.59308,NA,NA,NA,NA,NA,NA
3,NA,9,2005,8.774,7.742172487,1.003809461,0.514773377,NA,0.954993783,NA,NA,NA,NA,NA,NA,NA,3.000399565,0,NA,8.134,355,NA,NA,0.472155,22,4.424285,NA,NA,NA,NA,NA,NA
4,NA,9,2005,18.21,11.63472907,0.750190306,0.558503723,1.389004276,0.944071938,NA,NA,NA,NA,NA,NA,NA,2.977378494,0,NA,7.977,456,NA,NA,8.52842,16,13.544585,NA,NA,NA,NA,NA,NA
6,NA,9,2005,9.401,7.937330438,1.058544429,0.683097767,1.453201955,0.916410625,NA,NA,NA,NA,NA,NA,NA,2.314008844,0.17,NA,8.291,540,NA,NA,6.09634,21,14.0006,NA,NA,NA,NA,NA,NA
7,NA,9,2005,15.91,13.01670914,0.275894585,0.557089363,1.395136408,0.951424654,NA,NA,NA,NA,NA,NA,NA,3.528182014,0,NA,8.3,589,NA,NA,4.8803,23,8.83243,NA,NA,NA,NA,NA,NA
8,NA,9,2005,7.973,7.92844216,0.980080189,0.558866626,1.597477007,0.952219696,NA,NA,NA,NA,NA,NA,NA,3.847791567,0.052,NA,8.353,474,NA,NA,3.36025,20,10.04847,NA,NA,NA,NA,NA,NA
9,NA,9,2005,11,8.961149721,0.214027959,0.620346902,1.409500864,0.927408416,NA,NA,NA,NA,NA,NA,NA,3.446468156,NA,NA,8.095,440,NA,NA,24.488945,18,16.584685,NA,NA,NA,NA,NA,NA
10,NA,9,2005,4.273,0.691185918,NA,0.663014073,NA,0.88803992,NA,NA,NA,NA,NA,NA,NA,1.210980393,0.011,NA,8.325,374,NA,NA,0.472155,19.5,18.408745,NA,NA,NA,NA,NA,NA
11,NA,9,2005,6.476,2.492421594,2.48547133,0.698308614,1.449231736,0.878934442,NA,NA,NA,NA,NA,NA,NA,1.56615528,0.87,NA,8.021,179,NA,NA,2.75223,21,11.56852,NA,NA,NA,NA,NA,NA
12,NA,9,2005,5.658,2.233991575,1.32314573,0.577457096,1.396258952,0.960838719,NA,NA,NA,NA,NA,NA,NA,1.19900878,0.135,NA,8.421,310,NA,NA,1.8402,14,2.14421,NA,NA,NA,NA,NA,NA
13,NA,9,2005,5.83,6.965914212,1.332061121,0.570896675,NA,0.943306574,NA,NA,NA,NA,NA,NA,NA,1.535033896,0.027,NA,8.376,253,NA,NA,4.728295,15,2.296215,NA,NA,NA,NA,NA,NA
14,NA,9,2005,12.03,5.78230094,1.188920418,0.744918503,NA,0.866011119,NA,NA,NA,NA,NA,NA,NA,2.036489413,NA,NA,8.287,671,NA,NA,14.30461,19,81.79483,NA,NA,NA,NA,NA,NA
16,NA,9,2005,4.692,4.714436095,1.248591189,0.617059566,NA,0.925230318,NA,NA,NA,NA,NA,NA,NA,3.35985424,0.078,NA,8.296,389,NA,NA,NA,19,19.47278,NA,NA,NA,NA,NA,NA
17,NA,9,2005,17.92,14.72965951,0.909003368,0.554964416,NA,0.946111923,NA,NA,NA,NA,NA,NA,NA,3.309876836,0,NA,8.178,435,NA,NA,15.672655,20,65.37829,NA,NA,NA,NA,NA,NA
18,NA,9,2005,5.725,3.632427564,0.826725194,0.64000518,NA,0.897397685,NA,NA,NA,NA,NA,NA,NA,1.55733816,0.486,NA,8.288,364,NA,NA,NA,19,14.30461,NA,NA,NA,NA,NA,NA
19,NA,9,2005,12.4,3.613094495,1.080100388,0.667348705,NA,0.87916371,NA,NA,NA,NA,NA,NA,NA,1.682507629,NA,NA,8.197,335,NA,NA,1.53619,19,20.840825,NA,NA,NA,NA,NA,NA
22,NA,9,2005,5.763,2.178908778,0.905632213,0.519501109,NA,0.909103896,NA,NA,NA,NA,NA,NA,NA,2.202945597,NA,NA,7.695,100,NA,NA,2.296215,19,3.208245,NA,NA,NA,NA,NA,NA
23,NA,9,2005,8.592,5.191923312,0.820461571,0.541448594,NA,0.954715966,NA,NA,NA,NA,NA,NA,NA,3.096902934,0,NA,7.815,460,NA,NA,4.57629,13,5.48832,NA,NA,NA,NA,NA,NA
24,NA,9,2005,6.249,0.217174089,NA,0.617788708,NA,0.882873386,NA,NA,NA,NA,NA,NA,NA,1.611005631,NA,NA,8.301,NA,NA,NA,5.79233,NA,10.04847,NA,NA,NA,NA,NA,NA
27,NA,9,2005,3.028,1.105040367,1.090255731,0.556666128,NA,0.947523256,NA,NA,NA,NA,NA,NA,NA,1.768507387,0.532,NA,8.399,426,NA,NA,NA,13.5,1.8402,NA,NA,NA,NA,NA,NA
28,NA,9,2005,2.858,2.086611307,1.130122262,0.560632284,NA,0.944876689,NA,NA,NA,NA,NA,NA,NA,1.983885482,0.48,NA,8.294,394,NA,NA,0,14,10.04847,NA,NA,NA,NA,NA,NA
30,NA,9,2005,4.639,3.594559716,1.115727112,0.616338505,NA,0.910212738,NA,NA,NA,NA,NA,NA,NA,2.567628027,NA,NA,8.261,382,NA,NA,NA,17,14.30461,NA,NA,NA,NA,NA,NA
31,NA,9,2005,11.39,6.961338869,1.025412095,0.582756612,NA,0.927019002,NA,NA,NA,NA,NA,NA,NA,2.491484247,0,NA,8.339,572,NA,NA,9.44045,19.5,28.745085,NA,NA,NA,NA,NA,NA
32,NA,9,2005,3.941,3.206272747,1.027989723,0.661768186,NA,0.91227637,NA,NA,NA,NA,NA,NA,NA,2.627828659,0.193,NA,8.328,489,NA,NA,0.01614,16,9.896465,NA,NA,NA,NA,NA,NA
33,NA,9,2005,2.437,1.705381167,1.507838652,0.559567979,NA,0.924803363,NA,NA,NA,NA,NA,NA,NA,2.334310409,NA,NA,8.439,392,NA,NA,0,15,5.336315,NA,NA,NA,NA,NA,NA
34,NA,9,2005,4.321,2.545612077,1.357073962,0.678518528,NA,0.927206885,NA,NA,NA,NA,NA,NA,NA,2.290120846,0.0084,NA,8.403,546,NA,NA,NA,16,7.768395,NA,NA,NA,NA,NA,NA
35,NA,9,2005,6.012,4.298614313,0.970172731,0.613721239,NA,0.932144848,NA,NA,NA,NA,NA,NA,NA,2.309039872,0.0626,NA,8.302,622,NA,NA,NA,16,13.69659,NA,NA,NA,NA,NA,NA
37,NA,9,2005,3.03,1.737612046,1.323344281,0.58122039,NA,0.927638677,NA,NA,NA,NA,NA,NA,NA,1.602072193,0.31,NA,8.348,268,NA,NA,3.512255,16,8.984435,NA,NA,NA,NA,NA,NA
38,NA,9,2005,6.187,5.006181049,1.068270241,0.548806531,NA,0.939856404,NA,NA,NA,NA,NA,NA,NA,2.988445846,0.0845,NA,8.397,355,NA,NA,2.600225,18,6.856365,NA,NA,NA,NA,NA,NA
1,NA,7,2006,15.84063765,12.65,0.88484324,0.499008869,1.48624456,0.955287661,NA,NA,NA,NA,NA,NA,NA,3.2896403,0.762,NA,7.47,387,NA,541.103505,31.867056,NA,48.50180988,0.6,NA,NA,NA,NA,NA
2,NA,7,2006,11.09811381,7.46,0.88445356,0.570115398,1.302909489,0.950001065,NA,NA,NA,NA,NA,NA,NA,2.894185494,0.0936,NA,7.76,457,NA,1030.972043,27.56183,NA,42.47297468,0,NA,NA,NA,NA,NA
3,NA,7,2006,8.955675248,7.51,0.90431761,0.50788114,1.388752077,0.953459007,NA,NA,NA,NA,NA,NA,NA,3.415711172,0.0446,NA,7.95,322,NA,408.063447,19.177969,NA,13.72006836,1.6,NA,NA,NA,NA,NA
4,NA,7,2006,15.73844897,11.64,0.910164197,0.506279805,1.376705228,0.963443534,NA,NA,NA,NA,NA,NA,NA,3.2830427,NA,NA,7.6,430,NA,680.678432,12.380244,NA,29.71966946,1.8,NA,NA,NA,NA,NA
5,NA,7,2006,18.46803198,NA,NA,NA,1.26680612,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,7.8,430,NA,766.24822,19.63115,NA,29.48779118,0,NA,NA,NA,NA,NA
6,NA,7,2006,15.93886212,12.77,0.879256151,0.540432308,1.394364997,0.956413782,NA,NA,NA,NA,NA,NA,NA,3.345910116,1.67,NA,8.17,457.7,NA,1027.149761,45.915688,NA,41.77733985,2.4,NA,NA,NA,NA,NA
7,NA,7,2006,18.35306972,16.49,0.834928943,0.505855635,1.429006783,0.965087303,NA,NA,NA,NA,NA,NA,NA,3.580327489,0.37,NA,7.73,416.9,NA,744.547524,17.365242,NA,40.15419191,2.4,NA,NA,NA,NA,NA
8,NA,7,2006,17.90026814,16.27,0.816549152,0.49973818,1.478361277,0.9660713,NA,NA,NA,NA,NA,NA,NA,3.634023774,0.279,NA,7.74,368,NA,766.988016,22.576831,NA,61.48699338,0,NA,NA,NA,NA,NA
9,NA,7,2006,11.4989401,8.29,0.9182495,0.560111943,1.381722124,0.94728232,NA,NA,NA,NA,NA,NA,NA,3.09419822,1.27,NA,7.71,463.1,NA,557.872224,14.646152,NA,31.11093912,0,NA,NA,NA,NA,NA
10,NA,7,2006,10.34887697,4.85,0.920452324,0.628083667,1.355131788,0.936165414,NA,NA,NA,NA,NA,NA,NA,2.592551837,0.0342,NA,8.09,417,NA,1593.710529,12.153653,NA,34.12535672,15.6,NA,NA,NA,NA,NA
11,NA,7,2006,6.095713576,1.97,1.087723791,0.671946557,1.315496207,0.890905613,NA,NA,NA,NA,NA,NA,NA,2.153972597,1.759,NA,7.96,241.7,NA,410.406136,15.325924,NA,42.70485296,4.6,NA,NA,NA,NA,NA
12,NA,7,2006,4.026392779,2.52,0.840458807,0.549830754,1.363246737,0.954228776,NA,NA,NA,NA,NA,NA,NA,2.764260868,0.314,NA,8.27,379.4,NA,1093.73144,9.661154,NA,18.12575562,0,NA,NA,NA,NA,NA
13,NA,7,2006,8.538111154,6.73,0.832549061,0.543256302,1.368735083,0.928076281,NA,NA,NA,NA,NA,NA,NA,3.380138708,0.2195,NA,8.29,377,NA,666.745599,11.247289,NA,26.93713014,5.4,NA,NA,NA,NA,NA
14,NA,7,2006,12.37106764,5.76,0.970270641,0.669110865,1.406878555,0.913021763,NA,NA,NA,NA,NA,NA,NA,2.35630431,NA,NA,8.11,NA,NA,767.481214,56.565457,NA,173.9479576,9.6,NA,NA,NA,NA,NA
15,NA,7,2006,20.56598323,13.71,0.860013601,0.572895222,NA,0.956316303,NA,NA,NA,NA,NA,NA,NA,3.146457881,1e-04,NA,7.88,674,NA,1113.089447,65.4025,NA,129.1954502,3.2,NA,NA,NA,NA,NA
16,NA,7,2006,5.849051242,3.41,0.906030468,0.564560476,NA,0.946031459,NA,NA,NA,NA,NA,NA,NA,2.653421787,0.4228,NA,8.18,621,NA,1236.758751,12.606834,NA,48.50180988,1,NA,NA,NA,NA,NA
17,NA,7,2006,21.05358181,17.7,0.872193749,0.513150067,NA,0.960551788,NA,NA,NA,NA,NA,NA,NA,3.493942298,NA,NA,7.88,466,NA,1024.560474,76.505451,NA,121.7753453,1.4,NA,NA,NA,NA,NA
18,NA,7,2006,9.451202259,7.4,0.863289979,0.531813857,1.438055064,0.94855989,NA,NA,NA,NA,NA,NA,NA,3.259902725,1.0071,NA,7.96,428,NA,645.168204,32.093647,NA,55.69003646,1.6,NA,NA,NA,NA,NA
19,NA,7,2006,14.40647237,10.31,0.932953999,0.541215345,NA,0.928298318,NA,NA,NA,NA,NA,NA,NA,3.188844488,NA,NA,7.9,369,NA,718.53135,15.099334,NA,41.77733985,3.2,NA,NA,NA,NA,NA
